일련번호,신고구분,신고내용,접수일자,접수시각,관할기관,GPS X,GPS Y
59,로드킬,제주특별자치도 서귀포시 토평동 3271-4 번지에서 로드킬이 발생하였습니다.,2022-01-03,12:13,제주특별자치도 서귀포시,126.58173482635395,33.294318379799186
58,로드킬,강원 춘천시 신동 1354-4 번지에서 로드킬이 발생하였습니다.,2022-01-03,10:43,강원 춘천시,127.73355942746481,37.930952477174976
57,로드킬,강원 춘천시 신동 5-26 번지에서 로드킬이 발생하였습니다.,2022-01-03,10:41,강원 춘천시,127.73792036525452,37.922564694648145
56,로드킬,부산 사상구 삼락동 29-2 번지에서 로드킬이 발생하였습니다.,2022-01-03,10:30,부산 사상구,128.9761038510735,35.17000148185757
55,로드킬,경남 김해시 내동 1165 번지에서 로드킬이 발생하였습니다.,2022-01-03,08:41,경남 김해시,128.86775105773944,35.235158452412406
54,로드킬,경기 안산시 상록구 부곡동 739-21 번지에서 로드킬이 발생하였습니다.,2022-01-02,23:51,경기 안산시 상록구,126.85488455598448,37.335731115811654
53,로드킬,강원 정선군 사북읍 사북리 452 번지에서 로드킬이 발생하였습니다.,2022-01-02,20:21,강원 정선군,128.8373350370766,37.22861444535405
52,로드킬,경남 창원시 진해구 두동 1296 번지에서 로드킬이 발생하였습니다.,2022-01-02,20:01,경남 창원시 진해구,128.79026159852327,35.11494896375601
51,로드킬,경북 포항시 남구 오천읍 원리 1493 번지에서 로드킬이 발생하였습니다.,2022-01-02,18:41,경북 포항시 남구,129.40456867172625,35.97322018320792
50,로드킬,충남 아산시 배방읍 세교리 953-11 번지에서 로드킬이 발생하였습니다.,2022-01-02,17:33,충남 아산시,127.08612762142488,36.779191622690725
49,로드킬,충남 보령시 웅천읍 두룡리 산 45-8 번지에서 로드킬이 발생하였습니다.,2022-01-02,17:07,충남 보령시,126.59510513853338,36.276021470661526
48,로드킬,충남 공주시 의당면 덕학리 589 번지에서 로드킬이 발생하였습니다.,2022-01-02,16:16,충남 공주시,127.1649028627297,36.59540965482202
47,로드킬,경기 용인시 처인구 포곡읍 전대리 산 14-6 번지에서 로드킬이 발생하였습니다.,2022-01-02,14:44,경기 용인시 처인구,127.20926817249949,37.28632684066416
46,로드킬,서울 성북구 동선동3가 184 번지에서 로드킬이 발생하였습니다.,2022-01-02,13:50,서울 성북구,127.02005559512892,37.59367488907819
45,로드킬,전남 해남군 옥천면 신죽리 758-2 번지에서 로드킬이 발생하였습니다.,2022-01-02,13:02,전남 해남군,126.63880957914095,34.616497811922294
44,로드킬,대전 대덕구 덕암동 340 번지에서 로드킬이 발생하였습니다.,2022-01-02,12:49,대전 대덕구,127.42366007298676,36.43962748772341
43,로드킬,강원 고성군 토성면 성대리 543-15 번지에서 로드킬이 발생하였습니다.,2022-01-02,12:39,강원 고성군,128.50736283723236,38.25678867594297
42,로드킬,전남 영암군 삼호읍 망산리 산 29-8 번지에서 로드킬이 발생하였습니다.,2022-01-02,12:38,전남 영암군,126.51295746363188,34.734842856147225
41,로드킬,강원 고성군 토성면 도원리 162-6 번지에서 로드킬이 발생하였습니다.,2022-01-02,12:37,강원 고성군,128.50622384531295,38.26356560315625
40,로드킬,전남 영암군 삼호읍 서호리 414-11 번지에서 로드킬이 발생하였습니다.,2022-01-02,12:36,전남 영암군,126.50829119908258,34.73642592508694
39,로드킬,강원 고성군 토성면 아야진리 산 148-12 번지에서 로드킬이 발생하였습니다.,2022-01-02,12:35,강원 고성군,128.51630608819104,38.26698205031062
38,로드킬,전남 영암군 삼호읍 서호리 521-2 번지에서 로드킬이 발생하였습니다.,2022-01-02,12:35,전남 영암군,126.50779110878403,34.742091913401154
37,로드킬,전남 무안군 몽탄면 귀학리 29-9 번지에서 로드킬이 발생하였습니다.,2022-01-02,12:20,전남 무안군,126.49806547445635,34.91979293550525
36,로드킬,경북 칠곡군 왜관읍 왜관리 784-241 번지에서 로드킬이 발생하였습니다.,2022-01-02,12:02,경북 칠곡군,128.39419135114318,35.98619949803053
35,로드킬,충남 천안시 동남구 목천읍 삼성리 산 39-4 번지에서 로드킬이 발생하였습니다.,2022-01-02,11:19,충남 천안시 동남구,127.17128659309306,36.760417635101845
34,로드킬,전남 영광군 대마면 원흥리 324-8 번지에서 로드킬이 발생하였습니다.,2022-01-02,11:07,전남 영광군,126.55796706533874,35.299526610927565
33,로드킬,충남 보령시 천북면 하만리 산 171-6 번지에서 로드킬이 발생하였습니다.,2022-01-02,09:22,충남 보령시,126.52382957248143,36.45249897675765
32,로드킬,서울 동대문구 전농동 588-1 번지에서 로드킬이 발생하였습니다.,2022-01-02,01:34,서울 동대문구,127.04894200635106,37.58178797349937
31,로드킬,경기 가평군 설악면 미사리 150-6 번지에서 로드킬이 발생하였습니다.,2022-01-02,00:18,경기 가평군,127.54536238209381,37.70119920345668
30,로드킬,경기 성남시 중원구 상대원동 434-8 번지에서 로드킬이 발생하였습니다.,2022-01-01,22:15,경기 성남시 중원구,127.17415634700684,37.43103083270595
29,로드킬,광주 북구 연제동 36-1 번지에서 로드킬이 발생하였습니다.,2022-01-01,22:01,광주 북구,126.87163426850817,35.199349381965924
28,로드킬,경북 상주시 모서면 도안리 106-7 번지에서 로드킬이 발생하였습니다.,2022-01-01,21:55,경북 상주시,127.9736655584258,36.349148346824286
27,로드킬,충남 보령시 웅천읍 수부리 881 번지에서 로드킬이 발생하였습니다.,2022-01-01,21:32,충남 보령시,126.6260189602797,36.2711614777534
26,로드킬,부산 동래구 사직동 161-1 번지에서 로드킬이 발생하였습니다.,2022-01-01,21:28,부산 동래구,129.07012200554826,35.20077739054468
25,로드킬,경기 김포시 통진읍 고정리 618-10 번지에서 로드킬이 발생하였습니다.,2022-01-01,20:05,경기 김포시,126.58889998478251,37.71076395400988
24,로드킬,충남 보령시 웅천읍 대천리 산 5-3 번지에서 로드킬이 발생하였습니다.,2022-01-01,19:24,충남 보령시,126.59305065899858,36.24258101496628
23,로드킬,충남 보령시 웅천읍 수부리 895 번지에서 로드킬이 발생하였습니다.,2022-01-01,19:21,충남 보령시,126.61521469054824,36.26177353213748
22,로드킬,충남 아산시 배방읍 장재리 2027 번지에서 로드킬이 발생하였습니다.,2022-01-01,18:18,충남 아산시,127.10804185481504,36.79074617320281
21,로드킬,경기 화성시 영천동 43-7 번지에서 로드킬이 발생하였습니다.,2022-01-01,18:13,경기 화성시,127.10897424676207,37.219333161696596
20,로드킬,세종특별자치시 조치원읍 원리 151 번지에서 로드킬이 발생하였습니다.,2022-01-01,16:32,세종특별자치시 세종시,127.29491797054864,36.60146680546732
19,로드킬,ROADKILL,2022-01-01,16:29,,126.71240431697122,37.12339328503048
18,로드킬,충남 아산시 배방읍 북수리 1519 번지에서 로드킬이 발생하였습니다.,2022-01-01,16:18,충남 아산시,127.07021267253332,36.77258102656044
17,로드킬,경기 안양시 만안구 안양동 615-1 번지에서 로드킬이 발생하였습니다.,2022-01-01,15:41,경기 안양시 만안구,126.9324034552848,37.38308785315696
16,로드킬,서울 성북구 성북동 240-1 번지에서 로드킬이 발생하였습니다.,2022-01-01,15:03,서울 성북구,126.99333595324693,37.59461873445241
15,로드킬,경기 여주시 대신면 무촌리 126-1 번지에서 로드킬이 발생하였습니다.,2022-01-01,14:28,경기 여주시,127.60622664960775,37.391432465053
14,로드킬,경남 양산시 어곡동 2091-29 번지에서 로드킬이 발생하였습니다.,2022-01-01,14:03,경남 양산시,128.9859571635609,35.41730582562078
13,로드킬,경남 거제시 거제면 서정리 576-14 번지에서 로드킬이 발생하였습니다.,2022-01-01,13:48,경남 거제시,128.585010046157,34.853337095081585
12,로드킬,충남 서산시 부석면 간월도리 21-46 번지에서 로드킬이 발생하였습니다.,2022-01-01,13:47,충남 서산시,126.41594698247975,36.60811721366923
11,로드킬,충북 충주시 금가면 사암리 50-6 번지에서 로드킬이 발생하였습니다.,2022-01-01,13:23,충북 충주시,127.92828927252818,37.03342626092555
10,로드킬,경북 문경시 문경읍 진안리 167-5 번지에서 로드킬이 발생하였습니다.,2022-01-01,12:58,경북 문경시,128.08636595359184,36.73818703342038
9,로드킬,충남 부여군 규암면 석우리 산 9-8 번지에서 로드킬이 발생하였습니다.,2022-01-01,12:25,충남 부여군,126.85982966927772,36.27719258844513
8,로드킬,충북 청주시 흥덕구 옥산면 가락리 996 번지에서 로드킬이 발생하였습니다.,2022-01-01,12:08,충북 청주시 흥덕구,127.38935126299032,36.67629281791913
7,로드킬,경남 남해군 삼동면 영지리 1503 번지에서 로드킬이 발생하였습니다.,2022-01-01,11:08,경남 남해군,127.97995660673885,34.80902589181934
6,로드킬,강원 춘천시 서면 신매리 887 번지에서 로드킬이 발생하였습니다.,2022-01-01,10:34,강원 춘천시,127.71208973302599,37.91650939172306
5,로드킬,충남 청양군 청양읍 읍내리 183-4 번지에서 로드킬이 발생하였습니다.,2022-01-01,10:15,충남 청양군,126.80016414156484,36.44939303864364
4,로드킬,강원 강릉시 포남동 1096-8 번지에서 로드킬이 발생하였습니다.,2022-01-01,10:06,강원 강릉시,128.9049229205751,37.77027242827713
3,로드킬,경기 용인시 기흥구 보정동 1019-1003 번지에서 로드킬이 발생하였습니다.,2022-01-01,08:09,경기 용인시 기흥구,127.098972708066,37.30812774955135
2,로드킬,경기 용인시 기흥구 서천동 733 번지에서 로드킬이 발생하였습니다.,2022-01-01,06:24,경기 용인시 기흥구,127.07158838645002,37.24060768165716
1,로드킬,경기 안성시 양성면 이현리 산 23-1 번지에서 로드킬이 발생하였습니다.,2022-01-01,01:51,경기 안성시,127.21391203790297,37.0945724147823
